gene,mean_shap_rank,mean_attn_rank,combined_rank_score,n_folds,mean_shap_importance,mean_attention
GPR160,1851.33,1832.67,3684.00,3,6.59853e-06,0.000123567
CD83,2726.33,960.67,3687.00,3,1.03362e-05,0.000132434
AMIGO2,2215.67,1472.67,3688.33,3,1.38381e-05,0.000137656
WLS,1565.67,2123.33,3689.00,3,8.21206e-06,0.000163168
AKR1C2,1867.33,1822.00,3689.33,3,1.31263e-05,0.00013633
ST6GALNAC2,1182.00,2517.33,3699.33,3,1.28934e-05,0.000114574
HMCN1,1348.33,2352.33,3700.67,3,1.33045e-05,0.000214848
STK31,1782.67,1921.33,3704.00,3,1.06309e-05,0.000129227
SERPINE1,1247.67,2460.00,3707.67,3,9.31687e-06,0.000115244
DEPDC7,2813.67,895.00,3708.67,3,4.60198e-06,0.000162538
VLDLR,1563.67,2154.67,3718.33,3,8.92616e-06,0.000126155
RNF182,651.33,3074.67,3726.00,3,2.12005e-05,0.000119789
IRX1,1385.00,2344.00,3729.00,3,2.57541e-05,0.000115001
IL18,2323.67,1406.33,3730.00,3,8.25231e-06,0.000216241
ADAMTS1,1867.00,1868.33,3735.33,3,1.48659e-05,0.000116942
ARNT2,1627.00,2110.33,3737.33,3,7.9079e-06,0.000123736
CNTNAP3,1919.67,1821.00,3740.67,2,4.34845e-05,0.00012827
FBN1,1963.67,1781.67,3745.33,3,7.09471e-06,0.000139009
EPYC,1044.67,2702.67,3747.33,3,1.99332e-05,0.000117064
PI15,1723.00,2030.00,3753.00,3,1.14014e-05,0.000142046
HAS2,794.67,2958.33,3753.00,3,1.7474e-05,0.000165741
HS6ST2,1991.33,1764.67,3756.00,3,6.74672e-06,0.000128954
RGS2,1229.00,2537.33,3766.33,3,1.74415e-05,0.000108785
FAP,1592.67,2174.33,3767.00,3,2.57475e-05,0.000122383
SGMS2,2005.33,1762.00,3767.33,3,6.31949e-06,0.000133219
ITGA3,1169.67,2602.00,3771.67,3,9.77675e-06,0.000195765
FAR2P2,1911.33,1860.67,3772.00,3,8.9748e-06,0.000138866
BMPR1B,1738.33,2034.00,3772.33,3,7.03246e-06,0.000140241
BC017398,1775.67,1998.33,3774.00,3,3.17052e-05,0.000126085
CDIP1,1589.00,2188.00,3777.00,3,1.43093e-05,0.000158132
CFL2,2229.67,1550.33,3780.00,3,1.03735e-05,0.000132597
LIMCH1,1545.33,2235.33,3780.67,3,1.22678e-05,0.000113867
GADD45G,1050.67,2730.33,3781.00,3,1.90536e-05,0.000163369
TNFSF15,2120.67,1665.00,3785.67,3,5.9598e-06,0.000147946
C3orf80,2029.00,1758.33,3787.33,3,1.16557e-05,0.000126571
LOC102725271,2628.00,1162.67,3790.67,3,4.83282e-06,0.000136781
PCED1B,1477.67,2314.33,3792.00,3,9.67145e-06,0.000121738
ADM,1519.33,2273.00,3792.33,3,1.50016e-05,0.000110022
LOC101928852,2025.33,1769.33,3794.67,2,1.43628e-05,0.000247232
RP11-174G6.5,1391.67,2403.33,3795.00,3,1.3014e-05,0.000120826
MEIS2,1600.67,2195.00,3795.67,3,1.43468e-05,0.000117282
CLIC6,1301.33,2500.67,3802.00,3,9.80146e-06,0.000136081
AIM1,1451.33,2352.67,3804.00,3,9.21057e-06,0.000115912
GPR34,2721.00,1084.00,3805.00,3,7.27725e-06,0.000147356
DDIT4,1529.33,2283.00,3812.33,3,8.10861e-06,0.000179821
RP11-127B20.2,826.00,2991.33,3817.33,3,1.24465e-05,0.000129657
PRSS3,2224.67,1601.00,3825.67,3,2.03028e-05,0.00011405
MUC1,1312.33,2513.33,3825.67,3,9.89628e-06,0.000123218
SPESP1,857.67,2968.67,3826.33,3,1.31091e-05,0.000115137
MMP12,1331.33,2495.33,3826.67,3,2.05889e-05,0.000114389
GPIHBP1,578.33,3248.67,3827.00,3,1.5558e-05,0.000109178
PI3,1395.67,2431.67,3827.33,3,1.65037e-05,0.000113129
NES,1013.33,2814.00,3827.33,3,1.80266e-05,0.000118505
LMOD1,1414.67,2415.33,3830.00,3,1.52697e-05,0.000110512
CCL14,1167.67,2664.00,3831.67,3,1.04888e-05,0.000121539
ECI2,2190.00,1642.00,3832.00,3,7.98798e-06,0.000117487
CPA3,1309.33,2529.00,3838.33,3,1.31522e-05,0.000141326
LOC100996717,1645.67,2197.33,3843.00,3,1.0257e-05,0.00011534
ZNF750,1734.67,2112.67,3847.33,3,1.28314e-05,0.000121977
IGLL3P,2380.00,1469.67,3849.67,3,8.66151e-06,0.000131576
TMEM170B,2082.67,1770.00,3852.67,3,9.92251e-06,0.000142217
MFSD4,2224.33,1631.33,3855.67,3,5.76383e-06,0.000119918
LINC00959,1633.33,2223.67,3857.00,3,2.70434e-05,0.010466
IYD,1892.00,1965.67,3857.67,3,6.38291e-06,0.000126419
KMO,1840.33,2018.33,3858.67,3,8.73439e-06,0.000160623
LCK,1844.33,2019.00,3863.33,3,7.1633e-06,0.00018858
FAM46B,1204.00,2666.00,3870.00,3,1.76061e-05,0.000123882
ANKRD20A1,2058.00,1814.00,3872.00,2,3.43215e-05,0.000100786
C10orf10,986.00,2889.33,3875.33,3,1.48064e-05,0.000108493
GFRA1,1730.33,2149.00,3879.33,3,1.00341e-05,0.000114647
MEOX1,508.00,3373.67,3881.67,3,2.09218e-05,0.000115585
RASD1,1289.33,2592.67,3882.00,3,1.28496e-05,0.000361717
BC052775,1549.33,2333.33,3882.67,3,1.59964e-05,0.000110377
SGPP2,1524.00,2359.33,3883.33,3,0.00149411,0.00018421
KANK4,1168.67,2716.33,3885.00,3,1.2458e-05,0.000114044
PLA2G7,1508.67,2388.33,3897.00,3,1.12895e-05,0.000127372
VAV3,1823.33,2074.33,3897.67,3,1.04645e-05,0.00013771
ANKRD36BP2,2732.67,1173.33,3906.00,3,1.90723e-05,0.000127752
GEM,2088.33,1822.33,3910.67,3,8.07982e-06,0.000162653
RRAGD,2032.00,1883.00,3915.00,3,7.15079e-06,0.000121806
FPR3,928.67,2994.00,3922.67,3,1.1594e-05,0.000119162
HLA-DQA1,1213.67,2711.00,3924.67,3,1.43675e-05,0.000122633
GCH1,1072.00,2854.00,3926.00,3,1.05276e-05,0.000118147
CEL,2951.00,976.00,3927.00,3,5.08814e-06,0.000141183
IGJ,2202.00,1725.33,3927.33,3,9.33066e-06,0.000114464
CIART,1203.00,2725.67,3928.67,3,1.55096e-05,0.00011471
RND1,1080.00,2849.33,3929.33,3,1.41618e-05,0.000138168
RARRES1,2608.00,1322.33,3930.33,3,9.83881e-06,0.000140735
RELN,1053.33,2878.67,3932.00,3,1.77653e-05,0.000115945
TNFSF13B,2358.67,1580.00,3938.67,3,2.33499e-05,0.000128022
LYZ,1506.33,2435.33,3941.67,3,1.20006e-05,0.000120943
MS4A1,2140.00,1802.33,3942.33,3,0.00019823,0.000117396
LOC101930067,2179.00,1766.33,3945.33,3,7.12951e-06,0.000145347
NHS,2351.00,1594.33,3945.33,3,1.57267e-05,0.000135545
ITGAM,2035.67,1918.67,3954.33,3,7.02768e-06,0.000165687
NINJ2,1113.33,2842.67,3956.00,3,1.07739e-05,0.000119435
DSG3,2629.67,1327.67,3957.33,3,0.000108991,0.000122971
F13A1,1270.33,2688.67,3959.00,3,1.05574e-05,0.000126003
NAT1,1717.00,2244.33,3961.33,3,1.62175e-05,0.00011231
CDC7,1278.33,2693.67,3972.00,3,9.53717e-06,0.000142863
GRP,2388.67,1584.67,3973.33,3,1.06811e-05,0.000127679
SELENBP1,2164.33,1814.67,3979.00,3,9.92139e-06,0.000123005
NR4A2,968.33,3013.67,3982.00,3,1.10959e-05,0.000125337
MUM1L1,1392.33,2590.67,3983.00,3,1.07582e-05,0.000108713
VANGL2,2352.00,1638.33,3990.33,3,4.7488e-06,0.000145019
OSBPL3,3059.33,932.33,3991.67,3,3.28085e-06,0.000142992
FGL2,1962.00,2030.67,3992.67,3,1.60977e-05,0.00012438
LGR6,1550.33,2445.33,3995.67,3,1.03469e-05,0.00014369
GSTM5,1421.33,2576.33,3997.67,3,1.64972e-05,0.000147374
LAMC2,1926.67,2072.00,3998.67,3,1.08337e-05,0.000121938
SLC18B1,1972.33,2027.00,3999.33,3,5.82672e-06,0.000139251
MRAP2,2022.33,1979.00,4001.33,3,2.40623e-05,0.00012099
ANXA1,2240.33,1767.33,4007.67,2,9.12231e-06,0.00041676
CP,1382.67,2626.67,4009.33,3,9.04039e-06,0.000110333
NAP1L5,790.33,3226.00,4016.33,3,1.82632e-05,0.000110813
DEFB1,1808.67,2214.33,4023.00,3,1.04949e-05,0.00011211
SGK1,2261.67,1763.33,4025.00,3,5.11513e-06,0.000126039
LOC102724870,1450.33,2577.00,4027.33,3,2.02025e-05,0.00177448
NOSTRIN,1217.67,2810.00,4027.67,3,1.19792e-05,0.000130164
IGK,2359.33,1668.67,4028.00,3,7.90909e-06,0.00014074
RAD51AP1,2069.33,1959.33,4028.67,3,1.57454e-05,0.000135624
ELF5,2260.00,1772.33,4032.33,3,9.38959e-06,0.000116646
AK021804,2483.67,1551.67,4035.33,3,3.09777e-05,0.00751044
GGTLC1,1390.67,2645.00,4035.67,3,1.69327e-05,0.000221013
ENO2,2676.33,1366.33,4042.67,3,5.02064e-06,0.000146704
LOC101929740,2150.33,1895.00,4045.33,2,1.20159e-05,0.000184344
SLFN13,1922.00,2123.67,4045.67,3,6.61097e-06,0.000125441
LAMB2,1389.00,2659.00,4048.00,3,1.61214e-05,0.000130483
MPDZ,2330.00,1719.33,4049.33,3,1.27283e-05,0.000117893
PCSK1N,1782.33,2271.33,4053.67,3,8.4481e-06,0.000123706
KLHDC1,2287.33,1768.00,4055.33,2,1.47919e-05,0.000445167
CX3CR1,2057.33,2000.00,4057.33,3,1.44289e-05,0.000117468
LRRN1,1520.67,2542.33,4063.00,3,1.36271e-05,0.000114422
AKR1C3,2066.00,1997.33,4063.33,3,8.56677e-06,0.000114836
FZD10,811.67,3253.33,4065.00,3,1.33547e-05,0.00013357
ITGB6,2500.33,1565.00,4065.33,3,6.24858e-06,0.000135175
HPGD,1517.67,2548.00,4065.67,3,1.24551e-05,0.000168223
KLF4,2128.00,1939.67,4067.67,3,7.36126e-05,0.000150918
MTMR6,2229.33,1838.67,4068.00,2,1.00574e-05,0.00021011
SYTL1,1978.67,2094.00,4072.67,3,1.07999e-05,0.000125042
LOXL1-AS1,2277.67,1796.00,4073.67,3,1.95106e-05,0.000124503
SELL,1855.33,2219.33,4074.67,3,6.82954e-06,0.000129743
AX747507,2150.67,1925.00,4075.67,2,1.38286e-05,0.000177154
HCP5,1474.33,2606.33,4080.67,3,1.06377e-05,0.000127399
HINT3,1875.67,2206.67,4082.33,3,0.00021244,0.00790542
DAPK1-IT1,2649.67,1433.33,4083.00,3,4.16872e-06,0.00013221
C4orf27,2326.00,1762.00,4088.00,2,9.23595e-06,0.000349309
ACTG1P4,2513.67,1574.33,4088.00,3,7.06335e-06,0.000195289
STXBP1,1425.67,2669.00,4094.67,3,1.21648e-05,0.000113668
CPE,1344.00,2754.33,4098.33,3,1.21846e-05,0.000139046
CPS1,1429.67,2669.00,4098.67,3,1.21148e-05,0.000127893
MST1,3208.67,892.67,4101.33,3,4.30479e-06,0.000530046
PRICKLE2,1857.00,2244.33,4101.33,3,9.92678e-06,0.000123041
BRINP3,1292.67,2809.33,4102.00,3,1.07465e-05,0.000111072
HSD11B2,2277.00,1825.33,4102.33,3,1.464e-05,0.000224939
RTN4,2286.33,1816.33,4102.67,2,9.2442e-06,0.00023499
NR3C1,1942.67,2162.67,4105.33,3,2.04459e-05,0.000117115
PMAIP1,2212.00,1896.67,4108.67,3,1.55459e-05,0.000123675
HSPA2,1725.67,2388.33,4114.00,3,7.24756e-06,0.000132822
PRO2852,1813.33,2301.67,4115.00,3,9.54128e-06,0.000164786
H19,2595.67,1519.67,4115.33,3,2.15521e-05,0.000268503
NDRG1,1531.00,2587.33,4118.33,3,1.09432e-05,0.000112247
SLC16A7,2536.33,1582.33,4118.67,3,9.41156e-06,0.000148986
FAM83B,1946.00,2173.33,4119.33,2,1.82137e-05,0.000158077
DUSP2,1656.33,2463.33,4119.67,3,8.32489e-06,0.000137029
CHI3L2,1200.33,2919.33,4119.67,3,1.08815e-05,0.000140782
GJA1,2369.67,1753.33,4123.00,2,9.23846e-06,0.000253451
ZBTB8A,2237.33,1887.00,4124.33,2,1.23625e-05,0.000234988
LYVE1,956.67,3168.00,4124.67,3,1.62433e-05,0.000118806
VASH2,2270.33,1861.00,4131.33,3,5.26916e-06,0.00016352
EPSTI1,1521.33,2613.67,4135.00,3,1.2216e-05,0.000119404
CXCL14,3240.00,898.33,4138.33,3,4.7112e-06,0.000159652
TSPAN7,1098.33,3041.33,4139.67,3,1.42692e-05,0.000116982
IGLV1-44,2388.67,1754.00,4142.67,3,8.58249e-06,0.000123358
GXYLT2,1272.00,2871.00,4143.00,3,1.92379e-05,0.00011026
PCDHB6,1205.67,2939.67,4145.33,3,1.43901e-05,0.000131528
SUSD3,2118.00,2027.33,4145.33,2,1.82663e-05,0.000414567
CA9,2890.67,1259.67,4150.33,3,5.81793e-06,0.000148492
HOXA10,2456.00,1696.00,4152.00,3,7.66027e-06,0.000137853
HIST1H4H,1792.00,2362.00,4154.00,3,1.83932e-05,0.000118543
TMSB15A,2648.33,1505.67,4154.00,3,6.01723e-06,0.000141735
HSPB8,932.33,3225.00,4157.33,3,1.58473e-05,0.000133672
FAM110C,2702.00,1456.67,4158.67,3,8.76943e-06,0.00960222
ADAMTS9-AS2,1799.67,2361.67,4161.33,2,3.65443e-05,0.00010024
MSMB,1223.00,2938.33,4161.33,3,1.38828e-05,0.000120635
MYO5C,1933.00,2230.67,4163.67,3,7.92456e-06,0.000134562
RCSD1,1407.00,2757.00,4164.00,3,9.1595e-06,0.000136961
NANOS1,2469.67,1695.67,4165.33,3,1.17745e-05,0.000147392
ENC1,2185.33,1981.67,4167.00,3,1.00413e-05,0.000110836
KCTD9,2369.33,1798.33,4167.67,2,7.91285e-06,0.00025033
ANXA8,2093.33,2074.67,4168.00,2,1.63868e-05,0.000166197
TMEM64,1721.67,2448.00,4169.67,3,1.00966e-05,0.000136509
PAMR1,1596.00,2575.67,4171.67,3,8.58445e-06,0.000123042
SLAMF8,2001.00,2175.67,4176.67,3,1.05457e-05,0.000132995
NPHP3,2450.67,1729.67,4180.33,2,1.1052e-05,0.00032457
REL,2260.67,1920.67,4181.33,2,1.05537e-05,0.000181178
SPDYE1,2261.67,1920.67,4182.33,2,8.99946e-06,0.000252907
GPX8,2254.33,1928.00,4182.33,3,1.0807e-05,0.000124619
CCNL1,2195.33,1988.33,4183.67,2,1.0502e-05,0.000183635
ERAP2,1655.33,2530.33,4185.67,3,8.91892e-06,0.000274585
SBSPON,1191.33,2997.00,4188.33,3,1.19619e-05,0.000127416
CEACAM7,1169.67,3021.00,4190.67,3,4.03775e-05,0.0013532
CCDC91,2221.33,1971.67,4193.00,2,9.57982e-06,0.000181472
RFTN1,2123.33,2073.00,4196.33,2,1.49345e-05,0.000162355
HACE1,1732.33,2464.67,4197.00,3,1.27288e-05,0.000112376
MDFIC,2231.33,1966.00,4197.33,3,6.59489e-06,0.000111987
ADHFE1,1162.67,3035.67,4198.33,3,1.15469e-05,0.000117985
ARRDC4,1573.67,2626.00,4199.67,3,9.55273e-06,0.000159252
NR3C2,1617.33,2584.67,4202.00,3,1.4817e-05,0.000119826
HMGCS2,1652.00,2552.33,4204.33,3,1.88672e-05,0.000127408
ABCA17P,1585.33,2619.33,4204.67,3,7.32536e-06,0.000105787
IGSF9,2411.33,1798.33,4209.67,2,8.1929e-06,0.000236506
CDC45,2529.33,1681.33,4210.67,3,7.13449e-06,0.000114951
CRISPLD1,1807.00,2405.67,4212.67,3,1.80281e-05,0.000115064
SLC5A1,3360.67,853.00,4213.67,3,3.45502e-06,0.000155412
IKZF3,1186.33,3028.67,4215.00,3,1.05279e-05,0.000121681
LY96,2178.00,2037.00,4215.00,3,1.89377e-05,0.000139702
ERP27,1277.67,2943.33,4221.00,3,9.38487e-06,0.000129902
ARMCX5-GPRASP2,1609.33,2615.00,4224.33,3,2.34333e-05,0.000155061
ALDH1A1,2189.00,2039.67,4228.67,3,1.15947e-05,0.00010985
ZMYM2,2166.67,2066.00,4232.67,2,1.30657e-05,0.00016325
IGLJ3,2584.00,1652.00,4236.00,3,7.31796e-06,0.000118774
TIFA,2296.67,1939.67,4236.33,2,1.11297e-05,0.000181037
ERI2,2131.67,2106.67,4238.33,2,1.26705e-05,0.000160304
KIAA1324L,1095.67,3142.67,4238.33,3,1.06617e-05,0.000134485
TNC,2157.33,2083.00,4240.33,3,6.63357e-06,0.00012748
MICB,1885.33,2356.00,4241.33,3,1.40978e-05,0.000121179
RAB27B,2375.00,1868.67,4243.67,3,1.05699e-05,0.000124732
PRKAR2B,1042.33,3207.00,4249.33,3,1.39616e-05,0.000123739
TNFRSF12A,2075.00,2174.67,4249.67,2,1.31987e-05,0.00019451
HPN,2205.67,2045.33,4251.00,3,5.1943e-06,0.000137873
CEP95,2080.00,2177.33,4257.33,2,1.07902e-05,0.000165085
CDH11,2186.33,2074.00,4260.33,3,1.28738e-05,0.000126621
MLPH,2203.00,2061.00,4264.00,3,5.83985e-06,0.000126595
AGL,2460.67,1806.33,4267.00,2,7.80352e-06,0.000430534
EDNRB,1371.67,2895.33,4267.00,3,1.58724e-05,0.000157401
PKP2,2430.33,1843.00,4273.33,2,1.45356e-05,0.000321875
VCAN,2588.00,1686.00,4274.00,3,2.30307e-05,0.000126361
SCUBE2,1860.67,2419.00,4279.67,3,7.42919e-06,0.000147602
CXCL17,1667.67,2613.00,4280.67,3,7.16581e-06,0.000130286
EFCAB7,2618.00,1665.67,4283.67,3,6.48206e-06,0.000122328
ZFC3H1,2243.67,2041.67,4285.33,2,1.4925e-05,0.000164223
IL1B,1508.67,2777.33,4286.00,3,1.24421e-05,0.00014144
CPEB4,1795.67,2492.67,4288.33,3,1.0599e-05,0.000117275
RBM24,1049.33,3244.67,4294.00,3,1.13315e-05,0.000116761
CXCR4,1675.67,2629.00,4304.67,3,1.44612e-05,0.000117052
CES1,1808.67,2498.00,4306.67,3,7.85185e-06,0.000118413
RP5-1092A3.4,2147.67,2160.00,4307.67,3,7.76762e-06,0.000114143
RB1CC1,2417.00,1890.67,4307.67,2,7.5927e-06,0.000245486
CXCL10,1876.00,2434.00,4310.00,3,1.25773e-05,0.00012295
CFH,2298.33,2012.67,4311.00,3,1.21783e-05,0.000186559
HDHD2,2355.00,1957.67,4312.67,2,8.34362e-06,0.000183917
ZNF671,1989.67,2323.67,4313.33,3,7.26129e-06,0.000151956
TFF3,2493.67,1823.33,4317.00,3,9.45247e-06,0.000159931
TWIST1,2324.00,1993.33,4317.33,3,8.52979e-06,0.000168381
DSEL,2301.33,2016.67,4318.00,2,3.41645e-05,0.000337113
SETDB2,2282.33,2037.33,4319.67,2,1.3496e-05,0.000179238
UBE2T,2382.00,1938.00,4320.00,2,2.00559e-05,0.000182617
FAT4,1255.00,3068.67,4323.67,3,1.00186e-05,0.000145794
UGT2B15,2093.00,2234.00,4327.00,3,6.63027e-06,0.000147221
ODAM,1192.67,3134.33,4327.00,3,1.07187e-05,0.000138495
IL33,1468.00,2864.67,4332.67,3,9.86391e-06,0.000152389
SLITRK6,2230.33,2103.33,4333.67,3,7.29247e-06,0.000118737
ALPK2,1233.00,3108.33,4341.33,3,9.27261e-06,0.000112249
BST2,2604.67,1737.00,4341.67,3,9.62531e-06,0.000137822
COL4A1,1837.67,2505.67,4343.33,2,0.000255804,0.000140634
CCL20,2902.00,1443.00,4345.00,3,8.14855e-06,0.000166721
LONRF2,1211.33,3134.00,4345.33,3,1.04545e-05,0.000110132
AKR1B10,2858.67,1488.67,4347.33,3,1.22227e-05,0.00014289
SOX8,1982.33,2367.67,4350.00,3,6.89838e-06,0.000133982
ENPP2,1370.67,2979.67,4350.33,3,1.16634e-05,0.0001163
RPL39L,2538.33,1816.00,4354.33,3,6.42875e-06,0.000133189
SLC39A10,1994.67,2360.33,4355.00,3,9.26296e-06,0.000120791
SLC28A3,2518.00,1840.33,4358.33,3,5.43169e-06,0.000141093
LPAR1,2350.00,2009.00,4359.00,2,1.99724e-05,0.000100241
MPPED2,2077.67,2287.33,4365.00,2,2.82408e-05,0.000100243
LACTB2,1951.33,2414.00,4365.33,3,9.90963e-06,0.000114637
FAM3D,2119.67,2249.33,4369.00,3,9.03805e-06,0.000124458
IFI6,2642.67,1726.67,4369.33,3,4.49129e-05,0.000129189
TFEC,2262.00,2108.33,4370.33,3,6.57159e-06,0.000107474
FERMT2,2389.67,1984.33,4374.00,3,7.71261e-06,0.00011273
INPP4B,2286.33,2088.00,4374.33,3,6.00689e-06,0.000204282
BEX4,2391.00,1987.33,4378.33,3,5.98775e-06,0.000112664
MIR6845,2441.33,1937.67,4379.00,2,7.49133e-06,0.000207223
RERGL,1852.00,2527.67,4379.67,2,3.13333e-05,0.000100229
SPRY4-IT1,854.33,3525.33,4379.67,3,1.25983e-05,0.000133521
LOC101927382,1331.67,3048.33,4380.00,3,1.45038e-05,0.000138315
TMEM87A,2148.67,2232.33,4381.00,2,1.01508e-05,0.000165661
KCNJ2,1090.33,3291.33,4381.67,3,1.35508e-05,0.000129021
AHI1,2543.00,1841.33,4384.33,2,9.97911e-06,0.000199852
ANKRD12,2331.00,2054.67,4385.67,3,5.31265e-06,0.000123576
PTGDS,1897.33,2491.67,4389.00,3,1.16538e-05,0.00012711
FAM3B,2503.67,1887.67,4391.33,3,5.78124e-06,0.000117916
LOC100652777,3141.33,1250.00,4391.33,3,1.81591e-05,0.000122632
FHOD3,2632.33,1759.67,4392.00,3,5.22106e-06,0.000133291
TFF1,2462.67,1930.33,4393.00,3,7.27977e-06,0.000119461
TC2N,2553.00,1846.67,4399.67,2,8.13031e-06,0.00020411
CLDN8,2212.33,2188.00,4400.33,3,5.91784e-06,0.000115214
VMP1,2239.00,2162.00,4401.00,3,9.03719e-06,0.000128143
LINC00467,1646.33,2755.33,4401.67,3,0.000358387,0.000114286
G0S2,1824.33,2577.67,4402.00,3,1.22488e-05,0.000325224
LRRC32,662.67,3741.33,4404.00,3,1.47498e-05,0.000129228
CPQ,2292.67,2114.33,4407.00,3,5.30761e-06,0.000124288
ROBO1,3356.00,1051.67,4407.67,3,6.04535e-06,0.000144956
C4A,2618.33,1790.00,4408.33,3,5.93705e-06,0.000113425
DHCR24,2256.00,2155.00,4411.00,3,6.37869e-06,0.000125729
PMEPA1,2290.67,2122.67,4413.33,3,9.02742e-06,0.000142955
TMPRSS4,1468.33,2946.67,4415.00,3,0.00509786,0.0375919
CYP4Z1,2301.00,2116.67,4417.67,3,5.8225e-06,0.00012033
KLHL29,1976.00,2441.67,4417.67,2,1.61012e-05,0.000144522
USP12,2357.33,2061.00,4418.33,2,1.08707e-05,0.000212701
FTX,1641.33,2778.33,4419.67,3,7.3058e-06,0.000129794
CD52,2416.33,2004.67,4421.00,3,5.78235e-06,0.000139329
VTCN1,2851.33,1570.33,4421.67,3,6.81661e-06,0.000119091
RNF150,1739.67,2683.67,4423.33,3,1.23383e-05,0.000150239
EZH1,2531.33,1894.00,4425.33,2,8.05515e-06,0.000286373
OLFML3,1982.00,2445.33,4427.33,3,1.48141e-05,0.00010863
IFIT2,2037.67,2396.00,4433.67,3,9.83608e-06,0.000117608
PLA2G2D,2630.00,1804.00,4434.00,2,6.54325e-05,0.00593346
HEPACAM2,2057.00,2379.33,4436.33,3,8.56284e-06,0.000113641
LOC100287497,2831.00,1607.00,4438.00,3,3.71835e-06,0.000142478
VWA5A,1484.67,2955.00,4439.67,3,1.4511e-05,0.000141895
MIR22,1296.00,3144.33,4440.33,3,1.33011e-05,0.000114613
ADAMDEC1,3168.33,1275.00,4443.33,3,1.15431e-05,0.000126291
FBP1,1666.33,2777.33,4443.67,3,8.66281e-06,0.000125975
MMRN2,1981.67,2463.00,4444.67,2,3.86111e-05,0.000103113
GPR64,2145.67,2306.33,4452.00,3,6.07687e-06,0.000149388
QPCT,2955.33,1498.67,4454.00,3,0.000168763,0.00147491
MS4A14,962.67,3491.67,4454.33,3,1.10985e-05,0.000126485
UBXN10-AS1,2081.33,2373.67,4455.00,3,5.97231e-06,0.000137623
FAM13A-AS1,2088.00,2371.00,4459.00,2,0.000163418,0.00242696
HIST3H2A,2492.33,1967.00,4459.33,2,1.3226e-05,0.000187155
TRIB2,1793.00,2666.67,4459.67,3,8.86109e-06,0.000125371
COL12A1,2391.33,2074.67,4466.00,2,2.30331e-05,0.000178116
AQP1,2109.67,2362.67,4472.33,3,1.27225e-05,0.000111567
ACN9,2705.00,1768.67,4473.67,3,4.26066e-06,0.000141642
LOC100506076,1564.67,2909.00,4473.67,3,9.30293e-06,0.000109718
YTHDC1,2055.33,2420.67,4476.00,2,1.18965e-05,0.000145785
RP1-142L7.8,2592.00,1885.33,4477.33,2,2.13131e-05,0.000102591
TSPAN1,2476.00,2003.33,4479.33,3,8.88884e-06,0.000140103
DDX43,1175.33,3304.67,4480.00,3,1.09931e-05,0.000138378
PKIB,1734.67,2745.67,4480.33,3,1.37434e-05,0.000116494
LINC01003,2239.67,2243.00,4482.67,3,5.62505e-06,0.000130894
TBC1D30,1382.00,3102.33,4484.33,3,8.24108e-06,0.000143978
ZNF415,1819.00,2665.33,4484.33,3,9.24874e-06,0.000153667
CYP4X1,1342.67,3142.00,4484.67,3,8.79621e-06,0.000109128
BEX5,966.00,3523.33,4489.33,3,1.13464e-05,0.000125503
PWAR6,1391.33,3098.33,4489.67,3,1.56599e-05,0.000124657
SYNPO2,2259.33,2231.67,4491.00,3,0.000126124,0.00519898
P2RX7,2404.00,2090.67,4494.67,3,6.69536e-06,0.000131462
FILIP1L,2110.00,2384.67,4494.67,2,1.30796e-05,0.000152433
CXCL9,1431.00,3064.67,4495.67,3,1.4348e-05,0.000114123
CD38,1610.00,2888.00,4498.00,3,9.01364e-06,0.00013238
COL8A2,1724.33,2775.00,4499.33,3,1.8036e-05,0.000115355
SCRN1,2319.67,2180.67,4500.33,3,1.0204e-05,0.000119913
SLC44A4,2930.67,1569.67,4500.33,3,1.31085e-05,0.000129209
CHN1,1992.67,2509.00,4501.67,3,7.50679e-06,0.000120735
STEAP1,2680.33,1825.33,4505.67,3,3.91669e-06,0.000129994
TPPP3,784.33,3729.67,4514.00,3,1.54945e-05,0.000121905
TOX3,2213.33,2306.33,4519.67,2,0.000619681,0.00164646
VGLL3,1613.00,2907.00,4520.00,3,1.22825e-05,0.000106984
ST6GAL2,2023.33,2499.00,4522.33,3,6.86378e-06,0.00011395
CKMT1A,2484.33,2038.00,4522.33,3,1.31162e-05,0.000115443
EYA2,2748.00,1776.00,4524.00,3,7.72999e-06,0.000163729
PCK1,2594.00,1930.33,4524.33,3,3.45933e-05,0.000121933
LIG4,2282.00,2243.00,4525.00,2,8.67582e-06,0.00016749
C15orf52,1608.33,2917.67,4526.00,3,1.34066e-05,0.000125203
ARMCX2,2500.33,2026.67,4527.00,3,5.16922e-06,0.000144624
C14orf132,1690.67,2841.33,4532.00,3,9.55856e-06,0.000138754
SLAIN1,1999.33,2533.00,4532.33,3,6.26144e-06,0.00012429
IGFL2,3091.33,1445.33,4536.67,3,5.27858e-06,0.000134444
GLYATL2,1745.33,2794.67,4540.00,3,1.23584e-05,0.000118559
HLA-DRA,2114.00,2426.00,4540.00,2,1.04448e-05,0.000157513
AEBP2,2349.00,2191.67,4540.67,2,9.17262e-06,0.000170974
TNFRSF19,2267.00,2274.00,4541.00,3,5.13224e-06,0.000114284
RP11-199F11.2,2430.00,2112.67,4542.67,3,5.18477e-06,0.000129984
TLR8,2057.67,2485.67,4543.33,3,6.88017e-06,0.000151218
